Kids_First_Biospecimen_ID	count_regions_all_conf	count_regions_high_conf	count_regions_low_conf	any_regions_all_conf	any_regions_high_conf	any_regions_low_conf	any_regions_merged
BS_859AV1DB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_85Q5P8GF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_85Y70BHE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_872Q3FK2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_886M7JMG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_89RCN9PF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8B1YF57H	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8BD8WD38	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_8BM1WTGR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8BS10XE2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8D52JK1Q	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8EB1S8MK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8FSJDG2T	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8H2XX24V	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8JFMP1T1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8Q8CAY84	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8S2CZBA6	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_8SYN7GXG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8TFBNHT0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8W0FNBWF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8WJR4AA3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8YQGSMDK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_922YMFYK	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_928HWFFM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_93B38HPS	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_947CK40E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_94AP61Q5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_95RRF4NE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_969K7ZM1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_99PPRCW4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9BF58P80	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9BGCH82S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9BN45DFK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9CMJ3QF6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9D39MFHT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9E632VPJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9E6Q11G2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9F2J6VS1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9G7ETYHR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9GJHMA3J	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_9GSWPZ44	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9HDPJT21	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9HEMB7RK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9JVGXA2W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9KDA3HG6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9M49SGAQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9NF39QAW	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_9PQPZPGM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9QMVZ4C0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9R82A3VT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9W6FK6X4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9X9E86DY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9YPJANGX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_9ZFXXJPK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_A3EV6FXK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_A4KYP5H0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_A70G7S2W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ABENB1H2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ABZ3BK38	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ACE6QKVF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ACTR13BQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AEMRNSQX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AG0BZN6F	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AGAW7M7W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AGD2ATY1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AGGH3QGS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AJ0T7DJ7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AJFG2QDD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_APAQ2X2S	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_AQECMDPP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AQQY8HMR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AR2BH0Z4	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_ARE4EM81	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ASXY97FK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AVS4DSZW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AWDQEKK1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AXM96K20	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AXW0XBH8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_AYPBAHJ6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B1X2SB4P	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B3RH9V17	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B4DY7ET3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B4P1NP87	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B558FJXC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B6K0N6HS	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_B6KCJF2B	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B73JK7T1	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_B94G701Q	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_B9QP40ER	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BA0M71QZ	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_BAVWP5JG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BBCM52QE	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_BBHFKBE7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BD4RQ1G0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BFDEZK1C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BM95DGCQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BMHYK93N	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_BNFCXVYZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BQ81D2BP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BR1X3R68	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BS5X4H0Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BSM3ZHW4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BVD7PWP5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BWZTMWTM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BX8AR74E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BYJDRXMK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BZ4GKDP4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_BZWM455T	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_C0YDDQKB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_C19DFVR5	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_C1RRDNF5	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_C3KDA5ZC	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_C3X4AEK5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_C5RDMCCS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_C6GBYR17	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CBMAWSAR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CDKC1E2B	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CFEWVDG1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CFPWSZB5	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_CGCNC41M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CGXTFM67	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_CHAFNK64	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CK7CPM73	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CKY2TTXG	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_CN7PB0DN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CP435MAC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CPYV7AHD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CPZZR2R7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CQ8C6X4X	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CRKBDAYZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CSY11X7E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CWQ35N2K	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CXCKHP3Z	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CXDKK6KS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_CXN0498B	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_D09VWF8H	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_D2BZ25FW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_D368BNRD	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_D3ZV6MMY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_D59VEERR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_D6XHKZDZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DAEM3WRX	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_DC7XYYG8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DGG7YE8R	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DH86PF5A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DJEVCH34	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DMBNB0EP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DT92H1MJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_DVQYQSVW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E0AAK0V0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E0S2Y0TS	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_E2RXQ3JW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E42SSQGJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E5B2YZJH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E5H6CFYT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E7HEQZ1K	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E8SJ36A6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_E9ATGWME	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_E9M7TDB6	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_EDZCAHR2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_EFBBP9H3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_EHBH0NYX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_EJ1H9PZY	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_EJV0N3BX	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_EKR4NSNW	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_EP25TTAG	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_EPM623G4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_EQE19CB0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_ETTZM63Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_EXTEGB51	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F064HMTP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F0GNWEJJ	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_F1B71HTZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F48RA7QF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F4D169Q7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F5641KTR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F5KRHGKC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F5V8CWXT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F7KYPE79	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F8K4VQMF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F8KR1QWE	3	2	1	TRUE	TRUE	TRUE	High Confidence
BS_F969DNHD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_F9ZTZ4YS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FBJ516WW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FBP5NZNR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FCXEAPJ1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FFD25TTK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FG649AWK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FHE6Z73G	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FHFVCQ41	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FK3B5SDH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FKQ7F6D1	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_FNF1TCSW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FNM4BB83	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FQ2ZBMPA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FT95T4YP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FVYBGMG1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FWCKP4X1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_FXDY881S	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_FYJMNRGK	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_G12HNXYX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_G16NM5WJ	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_G2016BE5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_G4EX0H98	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_G61CN2V0	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_G9MQM1KK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GAA327FP	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_GCQEB05M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GDPZN3SD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GFS9JEE6	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_GKN0B47F	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_GKPVZXYP	2	0	2	TRUE	FALSE	TRUE	Low Confidence
BS_GMQZNQH8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GRECE8Q9	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GRS3T427	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GS9JCK55	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GTAJFTTR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GWPJKM7G	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_GXACEYKB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H0638GZT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H1K33JVK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H1MNXNHB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H2K7XX4X	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_H50HR85Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H83DTMT2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_H8E4K1DT	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_H8MAKDRB	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_H8NWA41N	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HBAKYKQM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HC4T1EEP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HJ95JNFN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HM5N78GV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HN8DE43A	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_HNE6BPMH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HPMX6CT4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HQFNQHVW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HSYF7G2D	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HTGDSPQA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HW4J7JM8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HYGK88B0	4	2	2	TRUE	TRUE	TRUE	High Confidence
BS_HZHEF797	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_HZNKSQ17	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_HZV4WDTB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_J33YVP27	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_J4E9SW51	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_J5J0EA7Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_J6VRW67C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JB3J82ZK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JBHQ6G3J	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JBY9S5D4	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_JC2187NA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JDMM2XG4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JDS0SYST	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JHGFJR3D	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JJNSP29S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JJWC13GG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JJZPY3BG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JK5GTHVG	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_JM979K1M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JNS7Q60A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JQNF0FQP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JSMAT49K	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JSNJZERZ	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_JTBM5TSE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JVTQD8HH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_JX1PK0VW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_K049HVGR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_K07KNTFY	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_K3PPH522	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_K3Y06EKR	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_K3YT05M7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_K6A9Z04J	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_K6BMXTW5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_K89V7JNJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KAD49R68	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_KAZENYZE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KB9GJDCS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KBPBCWA0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KCN7NG92	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KFRBXXV7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KG1YMTA4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KH0NFCWF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KHSYAB3J	4	3	1	TRUE	TRUE	TRUE	High Confidence
BS_KJQXZ8GK	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_KJTW1RBN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KKWQW01N	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KM878Y43	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KP0YNTAK	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_KPWRDRFP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KRYYDC2X	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KSHETTQC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KSRYKCDE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KT9H4B1N	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KV3XF9WV	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_KVV3G6NP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KVYCH9PB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KXGJ1HMG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KYG3H6C6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KYPMZZSY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_KYPZRS4S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M16CDR44	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M18CDDGK	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_M1TDS9CT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M1YHV93N	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M28HG0NT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M2MSWKBC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M4E4H6NG	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_M5FM63EB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M8EBKZDG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_M9YZK3SP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MAVSJH2Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MDVMT75X	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MEPW36WF	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_MFTAVQ5C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MGBEMNYR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MGY2V5N4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MHT5C2AP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MJJZJMTK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MRX1SPFB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MS87PMR7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MSB1RDAJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MSGYZ69T	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_MT5ZSRG4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MVC1NCZX	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_MW63FCZC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MW6YMRBJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MW74GF38	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MWKJF6XH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MWXDJFWW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_MWZCP1XW	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_MZJJRDZF	3	2	1	TRUE	TRUE	TRUE	High Confidence
BS_N0Z6V2YG	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_N2JD3VX6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_N4B3WB8W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_N5VYY66W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_N8D9FH6M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_N8WXTFN4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_N9N1X78X	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NASADC3P	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NB509KST	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NDSWS9TS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NEX92KQH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NFT9VHMJ	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_NG0CR0EP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NHRNZRQV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NJFK43N3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NJV6A585	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NMJPX8VQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NNFDFAFM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NS8G0465	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_NTXHP7QR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NWYBD9CA	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_NXZSD2KK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_NZRJE7QA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P0KQFXNC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P36C0ABE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P3EVK3C2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P3KD5EQG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P3P96WCD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P3PF53V8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P4K6WK9Y	6	3	3	TRUE	TRUE	TRUE	High Confidence
BS_P6NWC51S	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_P7CY04E7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_P8WN8XEQ	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_P99S85CY	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_PC2YQ4F6	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_PDRNE606	0	0	0	FALSE	FALSE	FALSE	No Calls
